Pirate URL,Pirate Name,Crew Rank,Crew Name,Flag Role,Flag Name,Sailing,Rigging,Carpentry,Patching,Bilging,Gunning,Treasure Haul,Navigating,Battle Navigation,Swordfighting,Rumble,Drinking,Spades,Hearts,Treasure Drop,Poker,Distilling,Alchemistry,Shipwrightery,Blacksmithing,Foraging,Weaving,Last Updated (UTC)
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Reu,Reu,Officer,League of Shadows,Member,High Spirits,Solid / Proficient,Solid / Proficient,Broad / Proficient (archipelago: Able),Expert / Ultimate (archipelago: Grand-Master ),Solid / Distinguished,Narrow / Able,Solid / Distinguished,Solid / Able,Solid / Respected (archipelago: Distinguished ),Illustrious / Grand-Master (archipelago: Respected ),Neophyte / Able,Neophyte / Able,Neophyte / Proficient (archipelago: Able),Neophyte / Distinguished (archipelago: Able),Narrow / Proficient (archipelago: Able),Solid / Distinguished,Novice / Able,Narrow / Proficient,Narrow / Able,Novice / Able,Narrow / Proficient,Narrow / Distinguished,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Royjones,Royjones,Officer,League of Shadows,Member,High Spirits,Novice / Able,Weighty / Ultimate (archipelago: Legendary ),Broad / Distinguished,Broad / Renowned (archipelago: Master ),Weighty / Master,Novice / Able,Solid / Master,Novice / Able,Neophyte / Able,Narrow / Renowned (archipelago: Master ),Novice / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient (archipelago: Able),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Legendary (archipelago: Master ),Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Rpwl,Rpwl,Officer,League of Shadows,Member,High Spirits,Narrow / Master,Broad / Legendary (archipelago: Master ),Apprentice / Master,Solid / Ultimate (archipelago: Legendary ),Narrow / Master,Narrow / Grand-Master,Neophyte / Able,Neophyte / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Narrow / Grand-Master,Novice / Able,Narrow / Renowned,Novice / Able,Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Saltsmoke,Saltsmoke,Officer,League of Shadows,Member,High Spirits,Solid / Respected,Solid / Proficient,Solid / Master,Weighty / Legendary (archipelago: Renowned ),Solid / Respected,Solid / Distinguished,Illustrious / Distinguished,Solid / Legendary,Broad / Grand-Master (archipelago: Master ),Broad / Master (archipelago: Distinguished ),Broad / Grand-Master (archipelago: Renowned ),Narrow / Respected,Broad / Respected (archipelago: Able),Broad / Master (archipelago: Able),Narrow / Proficient,Broad / Distinguished,Apprentice / Proficient (archipelago: Able),Broad / Distinguished,Apprentice / Proficient,Narrow / Proficient,Solid / Legendary (archipelago: Grand-Master ),Apprentice / Proficient,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Samsungssd,Samsungssd,Officer,League of Shadows,Member,High Spirits,Neophyte / Proficient (archipelago: Able),Illustrious / Distinguished,Expert / Distinguished,Expert / Distinguished (archipelago: Proficient ),Weighty / Distinguished,Broad / Proficient,Solid / Renowned,Apprentice / Proficient (archipelago: Distinguished ),Novice / Able,Novice / Renowned (archipelago: Distinguished ),Novice / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Distinguished,Novice / Able,Apprentice / Proficient,Novice / Able,Broad / Respected (archipelago: Distinguished ),Apprentice / Proficient,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Saveaho,Saveaho,Officer,League of Shadows,Member,High Spirits,Broad / Proficient,Neophyte / Able,Solid / Proficient (archipelago: Able),Neophyte / Able,Solid / Proficient,Narrow / Able,Narrow / Proficient,Novice / Able,Neophyte / Proficient (archipelago: Able),Narrow / Able,Neophyte / Proficient (archipelago: Able),Novice / Able,Novice / Able,Apprentice / Distinguished (archipelago: Able),Narrow / Proficient,Solid / Able,Novice / Able,Novice / Able,Neophyte / Able,Novice / Able,Narrow / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Scrimothy,Scrimothy,Officer,League of Shadows,Member,High Spirits,Solid / Distinguished (archipelago: Respected ),Expert / Respected (archipelago: Distinguished ),Neophyte / Able,Illustrious / Grand-Master (archipelago: Renowned ),Solid / Proficient,Broad / Able,Weighty / Proficient,Narrow / Able,Novice / Able,Narrow / Able,Novice / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Narrow / Proficient,Weighty / Proficient,Expert / Proficient,Paragon / Distinguished,Broad / Proficient,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Seroquel,Seroquel,Officer,League of Shadows,Member,High Spirits,Broad / Proficient,Solid / Proficient,Broad / Proficient,Broad / Respected (archipelago: Proficient ),Solid / Proficient,Novice / Able,Narrow / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Able,Narrow / Proficient,Narrow / Proficient,Neophyte / Able,Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Shinysta,Shinysta,Officer,League of Shadows,Member,High Spirits,Solid / Proficient,Broad / Proficient,Broad / Proficient,Solid / Master (archipelago: Distinguished ),Weighty / Proficient,Apprentice / Able,Weighty / Proficient,Novice / Able,Novice / Able,Narrow / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Able,Broad / Proficient,Solid / Distinguished,Solid / Proficient,Solid / Distinguished (archipelago: Respected ),Narrow / Able,Solid / Distinguished (archipelago: Respected ),2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Skavenger,Skavenger,Officer,League of Shadows,Member,High Spirits,Solid / Distinguished,Neophyte / Proficient (archipelago: Able),Apprentice / Able,Broad / Master (archipelago: Distinguished ),Solid / Distinguished,Broad / Proficient,Solid / Proficient,Narrow / Distinguished,Neophyte / Able,Solid / Master (archipelago: Distinguished ),Apprentice / Proficient,Narrow / Master,Apprentice / Respected (archipelago: Able),Narrow / Master (archipelago: Able),Narrow / Respected,Solid / Distinguished,Novice / Able,Novice / Able,Neophyte / Able,Apprentice / Able (archipelago: Proficient ),Neophyte / Distinguished,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Smokeybandet,Smokeybandet,Officer,League of Shadows,Member,High Spirits,Broad / Proficient (archipelago: Able),Apprentice / Proficient (archipelago: Able),Apprentice / Able,Apprentice / Distinguished (archipelago: Able),Apprentice / Distinguished,Broad / Able,Weighty / Able,Novice / Proficient (archipelago: Able),Novice / Able,Apprentice / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient (archipelago: Able),Novice / Able,Apprentice / Able (archipelago: Proficient ),Novice / Able,Novice / Able,Broad / Distinguished,Weighty / Proficient,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Starsatnight,Starsatnight,Officer,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Apprentice / Able,Novice / Able,Apprentice / Able,Narrow / Able,Broad / Grand-Master (archipelago: Renowned ),Novice / Able,Novice / Able,Apprentice / Grand-Master (archipelago: Master ),Apprentice / Renowned (archipelago: Master ),Novice / Able,Novice / Able,Novice / Able,Novice / Proficient (archipelago: Able),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Sunlessy,Sunlessy,Officer,League of Shadows,Member,High Spirits,Neophyte / Proficient (archipelago: Able),Neophyte / Able,Neophyte / Able,Solid / Renowned (archipelago: Respected ),Broad / Able,Apprentice / Distinguished,Solid / Master,Solid / Proficient,Solid / Respected (archipelago: Distinguished ),Neophyte / Respected (archipelago: Proficient ),Novice / Able,Novice / Able,Novice / Able,Novice / Distinguished (archipelago: Able),Novice / Able,Broad / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Legendary (archipelago: Master ),Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Tangemw,Tangemw,Officer,League of Shadows,Member,High Spirits,Broad / Able,Paragon / Legendary (archipelago: Master ),Solid / Proficient,Paragon / Ultimate (archipelago: Grand-Master ),Expert / Master,Broad / Able,Expert / Able,Solid / Master,Broad / Proficient (archipelago: Able),Broad / Grand-Master (archipelago: Respected ),Novice / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Tazwas,Tazwas,Officer,League of Shadows,Member,High Spirits,Broad / Distinguished,Broad / Proficient,Broad / Able,Solid / Master (archipelago: Distinguished ),Broad / Distinguished (archipelago: Proficient ),Broad / Proficient,Solid / Proficient,Neophyte / Able,Narrow / Distinguished (archipelago: Proficient ),Neophyte / Able,Novice / Proficient,Novice / Proficient,Novice / Able,Novice / Able,Apprentice / Proficient,Narrow / Distinguished,Novice / Able,Novice / Able,Narrow / Proficient,Novice / Able,Narrow / Proficient,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Tenacia,Tenacia,Officer,League of Shadows,Member,High Spirits,Apprentice / Proficient,Novice / Able,Novice / Able,Novice / Able,Apprentice / Proficient,Novice / Able,Broad / Proficient,Novice / Able,Novice / Able,Narrow / Able,Neophyte / Proficient,Neophyte / Proficient (archipelago: Distinguished ),Novice / Able,Novice / Able,Narrow / Proficient (archipelago: Distinguished ),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Narrow / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Tross,Tross,Officer,League of Shadows,Member,High Spirits,Broad / Proficient,Solid / Distinguished (archipelago: Respected ),Weighty / Master,Broad / Respected,Solid / Respected,Broad / Able (archipelago: Proficient ),Weighty / Distinguished,Neophyte / Able,Solid / Distinguished,Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient (archipelago: Able),Novice / Able,Apprentice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Able,Solid / Master (archipelago: Respected ),Broad / Able (archipelago: Proficient ),2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Witchinside,Witchinside,Swordsman,League of Shadows,Member,High Spirits,Solid / Renowned,Novice / Able,Solid / Respected,Neophyte / Proficient (archipelago: Able),Neophyte / Proficient,Solid / Master,Apprentice / Master (archipelago: Respected ),Novice / Able,Novice / Able,Illustrious / Ultimate,Neophyte / Able,Novice / Proficient (archipelago: Able),Novice / Able,Novice / Able,Neophyte / Able,Expert / Proficient,Novice / Able,Neophyte / Able,Neophyte / Proficient,Novice / Able,Novice / Proficient,Weighty / Legendary,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Xiju,Xiju,Officer,League of Shadows,Member,High Spirits,Broad / Able,Novice / Proficient,Novice / Able,Solid / Able,Novice / Able,Neophyte / Master,Neophyte / Able,Novice / Able,Narrow / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Distinguished (archipelago: Able),Neophyte / Distinguished (archipelago: Able),Broad / Renowned,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Yassop,Yassop,Swordsman,League of Shadows,Member,High Spirits,Solid / Renowned,Apprentice / Proficient (archipelago: Able),Broad / Proficient,Novice / Able,Solid / Master,Novice / Able,Narrow / Proficient,Novice / Able (archipelago: Proficient ),Novice / Able,Expert / Grand-Master (archipelago: Respected ),Narrow / Proficient,Novice / Proficient,Novice / Able,Novice / Able,Neophyte / Distinguished,Narrow / Renowned,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Legendary (archipelago: Respected ),Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Zatanaz,Zatanaz,Officer,League of Shadows,Member,High Spirits,Solid / Master,Narrow / Proficient,Apprentice / Able,Narrow / Able,Broad / Proficient,Novice / Able,Solid / Able,Novice / Able,Novice / Able,Narrow / Able,Novice / Able,Novice / Proficient,Novice / Able,Novice / Able,Apprentice / Proficient (archipelago: Able),Solid / Respected,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Narrow / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Agoodsniff,Agoodsniff,Pirate,League of Shadows,Member,High Spirits,Narrow / Able,Narrow / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Proficient,Narrow / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Alanne,Alanne,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Narrow / Proficient (archipelago: Able),Neophyte / Able,Novice / Able,Neophyte / Able,Apprentice / Able,Solid / Distinguished,Neophyte / Able (archipelago: Proficient ),Solid / Distinguished,Broad / Able,Apprentice / Able,Narrow / Proficient (archipelago: Respected ),Novice / Able,Novice / Able,Apprentice / Able,Solid / Distinguished,Novice / Able,Weighty / Renowned,Novice / Able,Apprentice / Able,Expert / Grand-Master (archipelago: Respected ),Weighty / Grand-Master,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Asteriax,Asteriax,Pirate,League of Shadows,Member,High Spirits,Neophyte / Able (archipelago: Proficient ),Novice / Able,Weighty / Distinguished (archipelago: Proficient ),Solid / Master (archipelago: Distinguished ),Solid / Distinguished,Novice / Able,Solid / Proficient (archipelago: Distinguished ),Novice / Able,Novice / Able,Neophyte / Able,Neophyte / Able,Novice / Proficient,Novice / Able,Novice / Able,Novice / Proficient (archipelago: Able),Novice / Able,Novice / Able,Neophyte / Able,Novice / Able,Novice / Able,Neophyte / Proficient,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Astrayios,Astrayios,Pirate,League of Shadows,Member,High Spirits,Broad / Distinguished,Novice / Able,Apprentice / Proficient (archipelago: Able),Novice / Able,Narrow / Distinguished,Novice / Able,Weighty / Proficient,Novice / Able,Novice / Able,Narrow / Proficient (archipelago: Able),Neophyte / Proficient,Neophyte / Respected,Novice / Able,Novice / Proficient (archipelago: Able),Narrow / Respected (archipelago: Distinguished ),Solid / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Proficient,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Bobbylong,Bobbylong,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Distinguished (archipelago: Proficient ),Novice / Able,Solid / Grand-Master,Novice / Able,Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Boronia,Boronia,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Renowned (archipelago: Distinguished ),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Distinguished,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Bradcrane,Bradcrane,Pirate,League of Shadows,Member,High Spirits,Narrow / Proficient,Novice / Able,Novice / Able,Novice / Able,Broad / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Proficient,Novice / Able,Novice / Able,Solid / Distinguished (archipelago: Proficient ),Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Catbat,Catbat,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Proficient (archipelago: Able),Novice / Able,Novice / Able,Novice / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Respected (archipelago: Proficient ),Novice / Able,Novice / Able,Novice / Able,Novice / Proficient (archipelago: Able),Solid / Legendary,Expert / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Cherryzard,Cherryzard,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Narrow / Proficient (archipelago: Able),Novice / Able,Neophyte / Able,Novice / Able,Narrow / Master,Novice / Able,Novice / Able,Broad / Able,Neophyte / Able,Novice / Able,Novice / Able,Neophyte / Distinguished (archipelago: Able),Novice / Able,Neophyte / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Couchpoop,Couchpoop,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Crazyfady,Crazyfady,Pirate,League of Shadows,Member,High Spirits,Neophyte / Able (archipelago: Proficient ),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Master,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Despasito,Despasito,Pirate,League of Shadows,Member,High Spirits,Neophyte / Able (archipelago: Proficient ),Narrow / Able,Broad / Able,Narrow / Able,Neophyte / Able,Novice / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Proficient,Apprentice / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Master,Novice / Able,Novice / Able,Novice / Able,Apprentice / Able,Broad / Proficient,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Doradas,Doradas,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Falkaze,Falkaze,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient (archipelago: Able),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Grandelatte,Grandelatte,Pirate,League of Shadows,Member,High Spirits,Neophyte / Able,Neophyte / Proficient (archipelago: Able),Solid / Proficient,Novice / Proficient (archipelago: Able),Novice / Proficient (archipelago: Able),Novice / Able,Broad / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Renowned (archipelago: Distinguished ),Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Greasypirate,Greasypirate,Pirate,League of Shadows,Member,High Spirits,Solid / Able,Neophyte / Able,Neophyte / Able,Neophyte / Able,Novice / Able,Apprentice / Proficient,Solid / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Able,Novice / Able,Novice / Able,Neophyte / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Greenalien,Greenalien,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Able,Novice / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Growersativo,Growersativo,Pirate,League of Shadows,Member,High Spirits,Neophyte / Able (archipelago: Proficient ),Novice / Able,Neophyte / Able,Neophyte / Proficient,Neophyte / Proficient,Neophyte / Able,Solid / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Distinguished (archipelago: Able),Novice / Able,Neophyte / Proficient (archipelago: Able),Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Hammed,Hammed,Pirate,League of Shadows,Member,High Spirits,Solid / Distinguished,Neophyte / Able,Solid / Able,Narrow / Proficient,Solid / Proficient,Neophyte / Able,Neophyte / Able,Novice / Able,Novice / Able,Neophyte / Able,Novice / Distinguished,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Able,Novice / Able,Apprentice / Proficient (archipelago: Able),Apprentice / Able,Neophyte / Able,Neophyte / Able,Narrow / Proficient,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Icangungood,Icangungood,Pirate,League of Shadows,Member,High Spirits,Broad / Able,Neophyte / Proficient,Novice / Proficient,Novice / Able,Novice / Able,Solid / Respected,Solid / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Jacuzzi,Jacuzzi,Pirate,League of Shadows,Member,High Spirits,Neophyte / Proficient (archipelago: Able),Novice / Proficient (archipelago: Able),Novice / Proficient,Apprentice / Respected (archipelago: Proficient ),Narrow / Proficient,Neophyte / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Distinguished (archipelago: Respected ),Novice / Able,Solid / Respected,Narrow / Proficient (archipelago: Distinguished ),Novice / Able,Neophyte / Proficient (archipelago: Distinguished ),2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Joblesspirat,Joblesspirat,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Neophyte / Distinguished (archipelago: Able),Neophyte / Able,Novice / Able,Apprentice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Proficient (archipelago: Able),Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Kirakir,Kirakir,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Proficient,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Proficient,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Krakenlords,Krakenlords,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Neophyte / Master (archipelago: Respected ),Novice / Able,Novice / Able,Novice / Able,Neophyte / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Broad / Renowned,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Magicbober,Magicbober,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Neophyte / Proficient (archipelago: Able),Apprentice / Able,Novice / Able,Apprentice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Mariopilly,Mariopilly,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Solid / Able,Novice / Able,2026-04-26T17:55:29+00:00
https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Mordret,Mordret,Pirate,League of Shadows,Member,High Spirits,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Novice / Able,Apprentice / Able,Novice / Able,2026-04-26T17:55:29+00:00
