Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving
Sincap,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=sincap,http://emerald.puzzlepirates.com/media/emerald/portraits/bfb/ba4cfca0282d5fac1c2d69783f5cc.jpg,Senior Officer,Drunk,Hold That,Prince,My Bad,Admiral,Admiral Island Navy,Gull,0,,7,My Bad Spice on Bowditch Island | My Bad Spice on Sayers Rock | I Have Big Balls on Barbary Island | My Bad Threads on Admiral Island | My Bad Balls on Bowditch Island | My Bad Masts on Admiral Island | My Bad Spice on Admiral Island,1,Bunnahabhain's Ironworking Stall on Arakoua Island,7,Pine Boxes on Aimuari Island | The Great Estate on Admiral Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Bedside Manors on Admiral Island | Villa of the Damned on Aimuari Island | Cthulhu Mansion on Admiral Island,14,Bertaa | Bluerain | Bunnahabhain | Disengaged | Euphoria | Flucinn | Katsan | Kccat | Odds | Ruxo | Tontis | Vanin | Yassenn | Yburr,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Solid,Weighty,Expert,Weighty,Neophyte,Apprentice,Broad,Illustrious,Broad,Solid,Solid,Expert,Solid,Broad,Solid,Solid,Broad,Solid,Narrow,Expert,Novice,Able,Legendary,Proficient,Master,Proficient,Able,Proficient,Legendary,Distinguished,Master,Proficient,Renowned,Distinguished,Proficient,Master,Distinguished,Proficient,Master,Legendary,Proficient,Proficient,Able
Straft,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=straft,http://emerald.puzzlepirates.com/media/emerald/portraits/860/ccd7aaf2d0354e8ec9219ea0e63c0.jpg,Senior Officer,Carpenter,Hold That,Prince,My Bad,Admiral,Aimuari Island Navy,Orion,0,,3,The Hempire Strikes Back on Sayers Rock | Pillaging Incorporated on Sayers Rock | Serial Pillaging on Armstrong Island,0,,6,The Dove Shack on Armstrong Island | The Cuckoo's Nest on Quetzal Island | Caddyshack on Admiral Island | Sidekick Shacks on Barbary Island | Bungallows on Aimuari Island | Villa of the Damned on Aimuari Island,8,Daftsadie | Helium | Senara | Sheownsme | Sirlimpsalot | Skinnyminnie | Troubledbob | Turtlefox,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Expert,Illustrious,Solid,Expert,Solid,Narrow,Expert,Paragon,Broad,Illustrious,Solid,Expert,Paragon,Solid,Paragon,Expert,Broad,Weighty,Broad,Expert,Broad,Proficient,Distinguished,Legendary,Able,Grand-Master,Proficient,Distinguished,Legendary,Distinguished,Proficient,Renowned,Grand-Master,Distinguished,Ultimate,Grand-Master,Distinguished,Renowned,Respected,Grand-Master,Able,Grand-Master,Distinguished
Cheryll,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=cheryll,http://emerald.puzzlepirates.com/media/emerald/portraits/1ab/9f93285f42c357b06f26c65bb7d72.jpg,Captain,Diplomat,Privateers,Queen,Black Flag,Admiral,Admiral Island Navy,Gull,6,The Dadao Parrot on Bowditch Island | The Incredible Hull on Barbary Island | GoldenDye on Admiral Island | Smash on Caravanserai Island | Hempasaurus Rex on Arakoua Island | Cherry Blossom on Barbary Island,12,Wraithwright Wharf on Amity Island | Prydwen on Bowditch Island | Butter Mug on Isle of Kent | Ball So Hard on Caravanserai Island | The Royal Potion on Admiral Island | Licence to Swill on Admiral Island | Forgot my ship on Arakoua Island | Hedge Cutters on Isle of Kent | The Royal Weaver on Admiral Island | Barrelhouse Bastion on Amity Island | The Royal Clothier on Admiral Island | Thread Wringers on Admiral Island,0,,8,Milkshack on Wensleydale | Bringing Town the House on Admiral Island | Villa Las Vegas on Admiral Island | Cheesy Pun on Wensleydale | The Great Estate on Admiral Island | The Great Estate on Admiral Island | The Great Estate on Admiral Island | Guardians of the Gallery on Admiral Island,1,Crazydonkey,Aspiring,Renowned,Illustrious,Obscure,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Paragon,Paragon,Exalted,Solid,Sublime,Weighty,Apprentice,Illustrious,Sublime,Solid,Illustrious,Expert,Sublime,Revered,Broad,Sublime,Illustrious,Broad,Expert,Narrow,Illustrious,Solid,Master,Ultimate,Respected,Proficient,Proficient,Distinguished,Proficient,Ultimate,Distinguished,Grand-Master,Respected,Renowned,Respected,Distinguished,Able,Respected,Master,Respected,Proficient,Proficient,Ultimate,Master
Boomshots,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=boomshots,http://emerald.puzzlepirates.com/media/emerald/portraits/999/8e79405e5c3d760c6735a5558efe6.jpg,Senior Officer,Monster Hunter,Wanted ll,Prince,Black Flag,Lieutenant Commander,Descartes Isle Navy,Pelican,0,,2,Quickie Mart on Kashgar Island | Kegs-R-Us on Kashgar Island,0,,1,The Great Estate on Admiral Island,332,Alexco | Alitar | Amillia | Andoran | Anellia | Animuz | Annto | Ardash | Arialover | Ashcrow | Aurorabones | Ausausaus | Avatarj | Avienda | Ayani | Badjobber | Balouche | Battal | Beia | Betty | Birdeh | Bisca | Blacksmokej | Blackteach | Bluedaemon | Bonna | Bookly | Bootymo | Brachy | Brocket | Bubbleyummy | Bwchurch | Byobsoul | Bythestars | Camelrider | Canadagoose | Capablanca | Capmo | Capsing | Captainkelty | Carpaccio | Cases | Charika | Chatita | Cherilicious | Cheryll | Chimpduck | Cinderpool | Ckmelody | Clovestdk | Codefish | Colegg | Condoor | Crazydonkey | Cuy | Cynestria | Czarina | Daftsadie | Daquan | Darlie | Darlingest | Davidek | Daxskipster | Deathhunter | Deepside | Dekay | Delores | Dignity | Dlaria | Doggieb | Doghnut | Doseofcudi | Dotterbart | Dragonsfire | Dragonskeep | Dreamsayer | Dreamynose | Dwyder | Ehabeby | Eldodd | Electro | Elsol | Embargo | Emerlaus | Empathetic | Ennazus | Enyalios | Eriica | Evocation | Exaulted | Exparte | Favela | Fenixrise | Filthyjake | Finishedlast | Firedan | Fools | Fretfuls | Fritbri | Getahelmet | Goblins | Gonez | Goobz | Gorbatsjov | Gschatzi | Gwendolyne | Haiyou | Hangh | Headshots | Helenp | Hexhunter | Homtrix | Hugoboss | Icce | Icemiyuki | Icerider | Ifairmaidenl | Igboo | Imaduck | Imrans | Imstoned | Infectiouss | Inkyduck | Ivyy | Jaxxa | Jbghost | Jfmaa | Jieret | Jimmiebuffet | Jinglebelle | Jobforkh | Jonxthexkite | Jstgeorge | Justu | Kageri | Kaltrina | Kalynalt | Karupin-West | Katsan | Kcalany | Kenchio | Kersje | Kichi | Kikinoki | Kiva | Knecht | Koax | Kriosx | Kromf | Kumari | Ladybonna | Lani | Latix | Leenieboo | Legendu | Likeeaboss | Lindseyloo | Lithien | Littleus | Lj | Lobosterazo | Loiosch | Longpaul | Loupoe | Lovelylass | Lucicafer | Lululala | Lulularousse | Lunaplata | Magiere | Mahtia | Maidenfair | Malliik | Margaroo | Mariusz | Masterdodo | Masters | Mcgie | Meaganz | Meeow | Mehide | Melee | Minigun | Minirob | Misteryoyo | Monlizzy | Mrboom | Mrchristian | Mrsqueak | Mukundgoel | Naphina | Narci | Narphus | Nastything | Nauty | Nayland | Nerdx | Ngarla | Nightkiller | Nilegod | Niv | Nolim | Notelaz | Nothudey | Noushka | Oceanbeast | Oddpoe | Oldpiratee | Oliverwood | Oompa | Outlander | Paimon | Palmtree | Palmu | Paperfroggy | Pella | Pengybr | Pepaya | Peperox | Petaparka | Pinkpearls | Pixxel | Polishx | Potts | Privatesam | Profy | Prudance | Pumadace | Quansha | Queenofspace | Quinnbarbosa | Ramengal | Ramenspice | Rechiva | Reclaim | Redcheek | Redtart | Rekin | Revkoolaid | Ricardinio | Rikko | Robbolad | Robey | Rohitpa | Romi | Rompinrabbit | Rosaliea | Roxane-East | Rriel | Rsolo | Ruhrpottcutt | Ruimiguel | Ruin | Rumdum | Rummie | Rytastic | Saintmistery | Sapphiregem | Sartlu | Sassi | Scotlandrule | Scrib | Sealdiver | Secutore | Seleenn | Shabana | Sherlocks | Sherry | Silverhammer | Siobhana | Sirlimpsalot | Skjold | Skytte | Smilodon | Snakehunter | Sorileea | Splashtache | Spookyy | Squelchyman | Sscc | Stargazie | Stripenose | Stumpbob | Subhadra | Superguido | Supremu | Swizzo | Sydney | Tacticss | Tandecker | Terrorted | Times | Tinkerbella | Titevie | Tosl | Touareg | Toxicsolo | Tribal | Trinamy | Tro | Trunks | Tykki | Tzz | Umami | Usidore | Vackert | Vampirekitty | Vancord | Vandalize | Vif | Vittario | Wackyraces | Warofwords | Willepi | Wilyam | Wiserytoo | Wizdom | Xcomplicated | Xoemerlaus | Yassenn | Yiu | Zafiron | Zantrix | Zeagull | Zeiknums | Zekalina | Zelin | Zilver | Zilvy | Zirra | Zofeya | Zompie,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Expert,Novice,Illustrious,Novice,Novice,Broad,Paragon,Novice,Sublime,Neophyte,Broad,Expert,Broad,Illustrious,Illustrious,Neophyte,Narrow,Novice,Expert,Neophyte,Able,Ultimate,Distinguished,Able,Master,Able,Able,Proficient,Distinguished,Able,Master,Proficient,Grand-Master,Distinguished,Master,Master,Respected,Proficient,Legendary,Proficient,Distinguished,Able
Brocket,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=brocket,http://emerald.puzzlepirates.com/media/emerald/portraits/804/e847a4476be5628946ef08ce0eb6a.jpg,Senior Officer,First Mate,Spirit of the Caribbean,Prince,Black Flag,Admiral,Sayers Rock Navy,Ursa,2,Prydwen on Bowditch Island | Forgot my ship on Arakoua Island,3,Eye-Witness Fashion on Pukru Island | Cherry Blossom on Barbary Island | The Rusting Dead on Aimuari Island,0,,11,Sea Shack on Scrimshaw Island | Caddyshack on Admiral Island | Sigil Shack on Sayers Rock | Gallery of Gilgul on Sayers Rock | The Dove Shack on Armstrong Island | Sea Shack on Scrimshaw Island | Aural Shacks on Bowditch Island | Caddyshack on Admiral Island | Adobe Abode on Chachapoya Island | King Kottage on Admiral Island | Only a Manor of Time on Aimuari Island,1,Amillia,Rumored,Renowned,Noted,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Illustrious,Paragon,Weighty,Illustrious,Solid,Narrow,Expert,Illustrious,Solid,Sublime,Solid,Paragon,Weighty,Broad,Sublime,Sublime,Narrow,Solid,Narrow,Expert,Weighty,Master,Master,Proficient,Distinguished,Proficient,Proficient,Able,Renowned,Master,Renowned,Respected,Master,Master,Proficient,Able,Master,Master,Distinguished,Able,Proficient,Proficient,Respected
Chimpduck,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=chimpduck,http://emerald.puzzlepirates.com/media/emerald/portraits/13e/acd4e24705610cc6a09cbcd50bac0.jpg,Senior Officer,Distiller,Privateers,Prince,Black Flag,Commander,Caravanserai Island Navy,Ibis,3,Dhowdevil on Barbary Island | Shut Up and Drink on Caravanserai Island | Cut and Rum on Scrimshaw Island,7,Paint Shop on Caravanserai Island | Smash on Caravanserai Island | Crate Outline on Caravanserai Island | Licence to Swill on Admiral Island | Rusty Reaper on Aimuari Island | Quickie Mart on Kashgar Island | Captain Loomerang on Barbary Island,0,,19,Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Riemann Slums on Descartes Isle | Shack Macaque on Alkaid Island | Sea Shack on Scrimshaw Island | Sidekick Shacks on Barbary Island | Stab In Cabin on Aimuari Island | Cabin Fever on Admiral Island | Just a Bungalow on Caravanserai Island | Bungallows on Aimuari Island | Bungalow Bill on Admiral Island | Love Shack on Caravanserai Island | Love Shack on Caravanserai Island | Pine Boxes on Aimuari Island | King Kottage on Admiral Island | Death Row on Aimuari Island | Bringing Town the House on Admiral Island | Bringing Town the House on Admiral Island | Bedside Manors on Admiral Island,1,Lcawte,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Weighty,Solid,Solid,Weighty,Illustrious,Neophyte,Solid,Paragon,Narrow,Expert,Broad,Weighty,Weighty,Narrow,Sublime,Weighty,Broad,Broad,Narrow,Solid,Solid,Respected,Distinguished,Master,Proficient,Master,Legendary,Able,Proficient,Respected,Respected,Master,Renowned,Grand-Master,Renowned,Master,Ultimate,Master,Respected,Legendary,Proficient,Grand-Master,Distinguished
Deepside,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=deepside,http://emerald.puzzlepirates.com/media/emerald/portraits/b3c/057dfe058825535ae653f880346a2.jpg,Senior Officer,,Privateers,Prince,Black Flag,Admiral,Admiral Island Navy,Gull,0,,1,Daisy Dukes on Arakoua Island,0,,4,Caddyshack on Admiral Island | Shack Macaque on Alkaid Island | Pine Boxes on Aimuari Island | The Great Estate on Admiral Island,8,Beia | Carpaccio | Eriica | Legendhunter | Marioman | Meaganz | Validon | Zilver,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Illustrious,Broad,Expert,Neophyte,Novice,Broad,Solid,Novice,Weighty,Illustrious,Weighty,Sublime,Solid,Weighty,Solid,Novice,Solid,Neophyte,Weighty,Narrow,Able,Ultimate,Legendary,Respected,Legendary,Able,Able,Grand-Master,Legendary,Able,Legendary,Ultimate,Distinguished,Ultimate,Legendary,Grand-Master,Master,Able,Legendary,Proficient,Distinguished,Proficient
Imaduck,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=imaduck,http://emerald.puzzlepirates.com/media/emerald/portraits/d8b/89cac74f4f2950c156061d8824040.jpg,Senior Officer,First Mate,Wanted ll,Princess,Black Flag,Ensign,Kashgar Island Navy,Tern,6,Boozy Baboon on Alkaid Island | Gorilla Galleons on Alkaid Island | The Almighty Yard on Caravanserai Island | Tempest Dock on Aimuari Island | Quickie Mart on Kashgar Island | Kegs-R-Us on Kashgar Island,5,Wraithwright Wharf on Amity Island | The longest ships on Sayers Rock | Boats n Flows on Armstrong Island | Adventures in Ball Making on Alkaid Island | Barrelhouse Bastion on Amity Island,6,Imaduck's Shipbuilding Stall on Pukru Island | Imaduck's Shipbuilding Stall on Descartes Isle | Imaduck's Shipbuilding Stall on Hubble's Eye | Imaduck's Shipbuilding Stall on Chachapoya Island | Imaduck's Shipbuilding Stall on Spaniel Island | Imaduck's Shipbuilding Stall on Greenwich Island,3,Sigil Shack on Sayers Rock | Cthulhu Mansion on Admiral Island | Cthulhu Mansion on Admiral Island,207,Adelaidean | Akrut | Alexixsz | Altaren | Ambrene | Anamari | Aquamman | Arvven | Ashcrow | Authority | Bairoun | Barcan-East | Beat | Bellaannie | Bigbro | Birdeh | Blacksmokej | Blokkertiger | Boarslayer | Bonna | Boomshots | Borac | Bungeegum | Caprio | Cases | Chaboogie | Charik | Chatita | Cheevalry | Chefsam | Cheryll | Chimpduck | Chromate | Cindytje | Cindytjee | Ckmelody | Cocacolas | Codefish | Cookie | Counting | Crystalchaos | Cyphoria | Czarina | Darley | Darthbaston | Daxskipster | Deepside | Domme | Dorama | Doulber | Doylebrunson | Dragonsfire | Dreamynose | Droidy | Drya | Dukeofwales | Dwolf | Eaae | Easyrun | Eckehart | Edjohn | Electriclime | Elkorsan | Engy | Ezzybelle | Favela | Felismajor | Goadalt | Greetingz | Gyrfalcon | Haikkra | Haiyou | Haluu | Hangh | Hiddenaerial | Homtrix | Hrackcoe | Iamangryjava | Idkwhy | Ifairmaidenl | Illustriious | Ilovetux | Infectiouss | Informer | Iphigenie | Irollerblade | Ithingar | Ivyy | Izziecakes | Jacklloyd | Jaean | Jaylong | Jbghost | Jesee | Joch | Johnnyz | Jsparrowack | Keverrs | Kewldud | Kiatai | Knecht | Koax | Kupfis | Lanlaiely | Laticus | Lengford | Lilsky | Lobosterazo | Longsao | Lorddark | Lovelylollie | Magikeren | Mapei | Maragato | Marioman | Martyhur | Meaneel | Mechinlite | Midblue | Minirob | Miror | Misspickle | Missrain | Missroxy | Missyoghurt | Momentary | Mrbengaluru-West | Mrmafia | Mrsqueak | Namour-East | Naph | Naphina | Narcosis | Narphus | Niasha-East | Nightkiller | Nosense | Noushka | Nudist | Oceanbeast | Ohfroggyone | Oompa | Ottilia | Paddock | Paimon | Paperfroggy | Perikita | Perishables | Pirachato | Piraclaudio | Plof | Pokercard | Pokerextra | Pugwashh | Qays | Raaz | Ramenspice | Redshorts | Ricardinio | Ripicliff | Roii | Romeoh | Rriel | Rubia | Sestosenso | Sexyjo | Shabana | Shiliew | Silencia | Silverhammer | Sincap | Smunkiez | Snarrf | Soldsoul | Solyma | Soulsearcher | Spadesonly | Sparklette | Stuardo | Subhadra | Surg | Swizzo | Sydney | Taehyungs | Tallsean | Tatiah | Teclis | Theepicness | Times | Trinamy | Typicaldrunk | Vandalize | Vittario | Vivikinha | Waleedz | Walmartt | Warcry | Warofwords | Weile | Wertlsa | Whiteboy | Wickitywakma | Wolfus | Xaunder | Xirkevx | Yassenn | Zekalina,Aspiring,Established,Obscure,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Expert,Apprentice,Expert,Solid,Novice,Weighty,Narrow,Novice,Illustrious,Broad,Neophyte,Neophyte,Novice,Solid,Expert,Sublime,Novice,Novice,Solid,Narrow,Able,Ultimate,Master,Able,Grand-Master,Proficient,Able,Legendary,Proficient,Able,Ultimate,Master,Grand-Master,Proficient,Proficient,Master,Master,Ultimate,Proficient,Proficient,Respected,Distinguished
Jobblack,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=jobblack,http://emerald.puzzlepirates.com/media/emerald/portraits/ec9/f54b9d83a15af73253c62ad11d54f.jpg,Captain,,Blackade,Princess,Black Flag,Petty Officer,Amity Island Navy,Stork,0,,0,,0,,1,Row Me Daddy on Admiral Island,1,Brianjd,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Apprentice,Broad,Neophyte,Solid,Neophyte,Novice,Novice,Solid,Novice,Expert,Neophyte,Neophyte,Solid,Novice,Narrow,Narrow,Novice,Neophyte,Novice,Broad,Novice,Able,Able,Proficient,Able,Proficient,Able,Able,Able,Distinguished,Proficient,Grand-Master,Respected,Distinguished,Proficient,Able,Distinguished,Proficient,Able,Respected,Able,Renowned,Able
Zilver,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=zilver,http://emerald.puzzlepirates.com/media/emerald/portraits/b43/9651c60d075492105622ef843b28e.jpg,Senior Officer,Mascot,Privateers,Prince,Black Flag,Commander,Admiral Island Navy,Gull,3,The Royal Potion on Admiral Island | The Royal Weaver on Admiral Island | The Royal Clothier on Admiral Island,1,The Drunk Knight on Barbary Island,0,,11,Caddyshack on Admiral Island | Riemann Slums on Descartes Isle | King Kottage on Admiral Island | The Great Estate on Admiral Island | Aural Shacks on Bowditch Island | Caddyshack on Admiral Island | King Kottage on Admiral Island | Bedside Manors on Admiral Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | Villa Las Vegas on Admiral Island,10,Carpaccio | Cheryll | Deepside | Eriica | Formido | Oldpiratee | Rustyspoony | Salvy | Terrorted | Zeagull,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Weighty,Expert,Broad,Expert,Narrow,Apprentice,Weighty,Expert,Broad,Illustrious,Sublime,Solid,Weighty,Broad,Paragon,Solid,Neophyte,Solid,Apprentice,Weighty,Broad,Distinguished,Legendary,Proficient,Able,Distinguished,Proficient,Able,Proficient,Distinguished,Respected,Distinguished,Ultimate,Legendary,Proficient,Proficient,Respected,Proficient,Distinguished,Grand-Master,Proficient,Distinguished,Proficient
Iaago,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Iaago,http://emerald.puzzlepirates.com/media/emerald/portraits/9f7/a8290420f162bde0191f517b933f0.jpg,Senior Officer,Lazy Bones,Reverie,Lord,Sink Break Repeat,Lieutenant Commander,Scrimshaw Island Navy,Stork,7,Ship Shape on Alkaid Island | Capybara Cryptyard on Aimuari Island | Ball-Mart on Scrimshaw Island | Cloak & Dagger on Barbary Island | Kinky Chemistry on Aimuari Island | High Supply on Scrimshaw Island | No Ballboozles on Aimuari Island,3,Apple Bottom Jeans on Caravanserai Island | Tequila Mockingbird on Aimuari Island | Greece My Sword on Caravanserai Island,0,,8,Sea Shack on Scrimshaw Island | Caddyshack on Admiral Island | Coral Cabins on Scrimshaw Island | Cabin Fever on Admiral Island | Cypress Cabins on Alkaid Island | Row Me Daddy on Admiral Island | Guardians of the Gallery on Admiral Island | Whisking Whale Road on Arakoua Island,16,Capnray | Dexedrine | Frostease | Greecefeva | Hexhunter | Jice | Judithxoxo | Margaroo | Monlizzy | Nitrology | Ryuken | Salvame | Tortuosity | Umami | Ylisse | Youngsinatra,Rumored,Eminent,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Expert,Sublime,Solid,Paragon,Narrow,Broad,Weighty,Expert,Novice,Expert,Revered,Apprentice,Illustrious,Broad,Paragon,Weighty,Novice,Broad,Narrow,Sublime,Solid,Renowned,Distinguished,Respected,Respected,Master,Able,Able,Master,Proficient,Proficient,Respected,Legendary,Proficient,Master,Respected,Renowned,Proficient,Proficient,Master,Proficient,Able,Master
Galantis,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=Galantis,http://emerald.puzzlepirates.com/media/emerald/portraits/534/f8ebb7f469a63e46a0c4ac2254639.jpg,Senior Officer,Artist,Reverie,Member,Sink Break Repeat,Captain,Greenwich Island Navy,Pelican,0,,0,,2,Galantis's Ironworking Stall on Greenwich Island | Galantis's Apothecary Stall on Greenwich Island,40,Sidekick Shacks on Barbary Island | Love Shack on Caravanserai Island | Pine Boxes on Aimuari Island | Shack Macaque on Alkaid Island | Caddyshack on Admiral Island | The Dove Shack on Armstrong Island | Uncle Tom's Cabin on Caravanserai Island | Cabin Fever on Admiral Island | Cypress Cabins on Alkaid Island | Once Upon A Time In The Projects on Armstrong Island | Shadow Cabin on Barbary Island | Stab In Cabin on Aimuari Island | Blackgate on Barbary Island | Beech Bungalow on Alkaid Island | Bungalow Bill on Admiral Island | Bungallows on Aimuari Island | Just a Bungalow on Caravanserai Island | Bunga Lowrider on Armstrong Island | A Cottage for Sale on Caravanserai Island | King Kottage on Admiral Island | Chestnut Cottage on Alkaid Island | Krypton Kottage on Barbary Island | Long Beach Cribs on Armstrong Island | Cottagious Disease on Aimuari Island | Row House of the Rising Sun on Caravanserai Island | Doctor in the Row House on Bowditch Island | Tarzan's Treehouse on Alkaid Island | Death Row on Aimuari Island | Hero Houses on Barbary Island | Row Me Daddy on Admiral Island | Live Organ Townhouses on Bowditch Island | Funky Townhouse on Caravanserai Island | Bringing Town the House on Admiral Island | Stark Towerhouse on Barbary Island | Munky Town on Alkaid Island | Jonestown Houses on Aimuari Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | Cthulhu Mansion on Admiral Island | The Great Estate on Admiral Island,3,Eltaro | Stinksofpoo | Tysm,Established,Illustrious,Eminent,Rumored,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Weighty,Sublime,Expert,Solid,Revered,Sublime,Broad,Exalted,Sublime,Expert,Illustrious,Sublime,Sublime,Expert,Solid,Revered,Solid,Weighty,Illustrious,Broad,Sublime,Solid,Renowned,Able,Proficient,Distinguished,Renowned,Able,Renowned,Proficient,Grand-Master,Ultimate,Master,Legendary,Distinguished,Proficient,Respected,Legendary,Able,Renowned,Legendary,Renowned,Proficient,Renowned
